"","birth_yr","registered_voter","gender","race_eth","educ","pid7","ideology","income","facets_1","facets_2","facets_3","facets_4","facets_5","facets_6","facets_7","facets_8","facets_9","facets_10","facets_11","facets_12","facets_13","facets_14","facets_15","facets_16","facets_17","facets_18","facets_19","facets_20","big_five_1","big_five_2","big_five_3","big_five_4","big_five_5","big_five_6","big_five_7","big_five_8","big_five_9","big_five_10","vote","prefered_candidate","talk_politics","display_sign","persuade_vote","donate","written_politician","vote_2012","abortion","birth_citizenship","gay_marriage","affirmative_action","guns","global_warming","anger","breakfast_control","anger_politics","salience","cand_strong_position","compromise","blame_other_party","govt_corrupt","govt_unresponsive","govt_satisfied","vote_likelihood_2016","talk_about_2016","donate_likelihood16","display_yard_sign16","work_campaign16","attend_rally16"
"571","1990","1","1","1","4","1","5","10","3","3","3","2","2","2","4","4","2","5","4","2","2","2","1","1","2","1","4","2","7","6","5","5","5","6","4","5","6","6","1","1","3","2","2","2","2","1","2","1","3","2","1","2","","","yes is perfect thanks","","2","1","2","7","6","9","1","3","2","2","2","2"
"572","1971","1","1","1","4","6","6","6","5","5","5","5","5","1","2","2","1","1","5","5","5","5","5","1","1","1","2","1","7","7","6","6","6","1","3","1","2","2","1","18","2","2","2","2","1","1","4","1","3","2","3","4","","","","we are in very bad shape, and someone, a politician can lead us out of this slowly, I think we have many social problems that start in the home, so a president can only do so much, but morality needs too be restored too this great nation of ours","2","1","2","7","8","4","1","2","2","3","5","5"
"573","1965","1","1","1","2","5","6","2","5","5","3","3","3","1","2","3","4","3","3","3","3","4","3","1","1","1","4","2","4","4","6","4","4","5","5","1","4","1","1","9","2","2","1","2","2","1","3","1","2","4","2","5","","i don't eat breakfast.","","","2","5","4","9","10","0","1","4","7","7","1","3"
"574","1960","1","2","1","1","7","7","1","3","3","3","4","4","4","3","3","3","4","1","1","1","3","4","3","1","1","1","1","4","4","4","4","4","4","4","4","4","4","2","18","3","2","2","2","2","3","4","2","1","3","1","3","","","","","1","1","1","7","6","6","1","3","7","7","6","7"
"575","1975","1","2","1","1","5","6","9","4","2","2","3","4","4","4","4","4","4","3","3","4","2","1","3","2","3","4","3","4","2","6","5","6","6","7","2","5","5","1","18","2","2","2","2","2","1","4","1","1","4","3","3","","I ate some fresh pineapple and tea. Although I usually do not eat breakfast. I happened to eat it today","","","2","4","2","10","10","0","1","6","7","7","7","7"
"576","1964","1","2","1","2","7","5","7","5","5","4","5","5","2","4","4","2","4","2","4","2","3","4","2","2","2","4","4","6","3","7","7","3","3","7","3","3","2","1","18","3","2","1","2","1","1","4","1","1","4","1","1","i get very angry about the way veterans are treated, just recently a vietnam vet fell from a scaffolding while working at a v.a. jobsite.  He was taken into the v.a. hospital on-site. The hospital refused treatment because he did not have his veteran card on him, he was sent to an inner city hospital for treatment a half hour away. This man had a concussion and abrasions on his head and face and had 6 broken ribs.  Why must a veteran in an emergency need to prove he is a veteran? Aren't  there records of these people? Shouldn't  they treat an emergency before the paperwork? This is ridiculous and life threatening.","","","","1","1","1","10","10","1","1","1","7","1","7","3"
"577","1975","1","1","1","4","1","6","10","5","2","2","2","2","2","4","4","3","5","2","1","1","1","1","5","5","5","5","5","7","6","7","2","7","6","7","1","7","2","1","1","5","1","1","2","2","1","1","2","1","2","1","1","","","some very simple laws","","2","1","7","4","4","7","1","1","3","2","2","2"
"578","1964","1","1","1","2","4","1","6","5","4","4","5","3","1","1","1","2","3","3","4","5","2","3","1","2","1","2","3","7","2","2","6","5","3","7","5","2","1","2","2","3","2","1","2","2","2","4","2","1","2","1","1","","","","While working as an options trader I saw how George Bush and Donald Trump weren't fit to lead any organizations  /  / ","4","1","7","7","9","0","6","1","7","7","7","7"
"579","1985","1","1","1","6","7","2","10","5","1","1","1","1","3","4","5","3","5","1","1","1","1","1","4","2","5","5","5","7","1","7","1","7","7","7","1","7","1","1","9","4","1","2","2","2","1","1","2","2","2","1","2","","cereal, yogurt and some orange juice","","","1","1","3","0","3","8","1","1","3","3","4","1"
"580","1982","1","1","1","3","7","6","8","4","-99","5","4","4","4","4","5","4","4","4","4","3","3","4","4","5","4","5","5","6","6","7","6","5","6","5","5","5","6","1","18","6","1","1","2","2","1","1","1","2","2","1","1","","","","I think it should change a little the restriction of people migrating to the United States. That has made the low economy of the United States","2","2","2","7","8","8","1","2","2","1","2","2"
"581","1985","1","1","3","4","2","4","7","3","3","2","2","3","3","3","2","3","2","2","3","3","3","2","3","3","3","3","2","5","4","6","5","5","7","5","4","3","5","1","1","1","2","2","2","2","1","2","1","2","3","1","3","I felt angry once when a colleague defected to a rival website I was competing against. He never told me before he left, but I have since let it go.","","","","4","2","3","8","7","8","3","2","4","4","2","5"
"582","1976","1","2","1","5","2","2","5","5","5","5","5","4","2","2","1","1","3","2","5","5","5","1","1","2","1","3","1","1","1","7","7","5","7","7","6","4","7","1","9","1","2","2","2","2","2","2","1","3","4","3","1","","","","I only truly think abou politics during elections. What I think or believe doesn't matter in the big scheme of politics. ","2","3","4","10","10","0","1","7","7","7","7","7"
"583","1948","1","2","1","3","2","2","11","4","4","4","4","4","2","2","2","4","3","4","4","4","2","3","2","2","2","3","3","1","5","5","5","6","5","5","3","5","5","1","2","1","2","2","2","2","1","4","1","1","2","1","1","","","","I probably have thought more about politics during this presidential campaign than at any other time in my life, except maybe Nixon vs Kennedy. This one is horrid. We have a woman who lies, and a man who does not know what he is doing.","2","2","5","5","7","5","1","3","7","7","7","7"
"584","1980","1","1","1","4","2","3","8","4","3","3","4","2","3","4","3","2","4","2","2","2","2","3","4","4","4","5","3","6","2","6","3","6","5","7","2","7","3","1","1","6","2","1","2","2","1","3","2","1","1","1","1","","","when donald trump raised the possibility of building a wall on the border","","2","1","5","4","4","8","1","1","2","4","3","2"
"585","1983","1","2","1","1","7","7","7","5","4","4","5","4","-99","3","-99","2","-99","4","-99","4","-99","3","-99","2","-99","3","4","3","5","6","6","6","6","6","1","6","4","1","9","3","2","1","2","2","1","4","2","2","3","2","2","","","","Presidental debate on monday 9/26/16, made me feel sick know these 2 are our only options","2","3","1","10","10","2","1","2","7","4","7","7"
"586","1974","1","1","1","3","1","2","3","3","3","3","3","4","3","2","3","3","4","4","4","4","4","2","1","2","3","3","3","2","3","4","4","5","7","4","4","3","3","1","1","6","2","2","1","2","1","4","2","1","2","1","2","","","","when Al Gore won the popular vote but lost the election for president to G.W. Bush. election fraud and the electoral college failed the people of the US. And nothing has changed...other than 9/11 and the aftermath. it set us back and since, has been stripping away our liberties. / ","1","3","4","3","3","6","1","1","2","1","2","2"
"587","1970","1","2","1","1","2","6","4","5","4","3","3","3","3","3","2","4","4","3","3","3","2","2","2","2","4","4","3","5","4","5","4","6","7","6","4","5","3","1","1","2","2","2","2","2","1","3","1","1","3","1","1","","","","politics have to start listening to the people and try to put themselves in the situation we are in sometimes because politics forget how hard it is to survive and how sometimes things need to be strict","2","3","4","9","9","5","2","5","7","4","4","3"
"588","1986","1","2","5","2","5","4","4","3","3","2","1","1","5","5","3","3","4","1","1","1","1","1","5","2","5","5","5","6","1","7","1","7","4","7","2","7","2","2","18","4","2","2","2","2","1","4","1","1","5","3","2","I can't think of anything offhand","","","","2","1","4","8","8","2","1","1","4","4","4","4"
"589","1984","1","1","1","5","2","3","12","5","4","2","3","3","3","4","4","2","4","2","2","3","2","2","4","4","4","4","4","6","7","3","5","6","6","5","3","5","4","1","1","5","2","1","1","1","1","1","3","1","3","3","1","","","that politicians should promote or regulate more effectively the financial sector of the country!!!","","2","2","3","4","5","6","1","1","2","2","2","2"
"590","1980","1","1","1","6","1","4","12","5","4","4","5","5","3","4","5","5","4","3","3","4","4","4","5","5","5","4","5","7","6","6","7","5","5","6","4","5","6","1","1","5","1","1","1","1","1","1","1","1","1","1","2","","very good AND FAST","","","1","1","1","10","9","10","1","1","1","1","1","1"
"591","1984","1","1","1","4","2","2","8","4","2","2","4","4","4","5","5","5","4","2","1","2","1","2","5","5","4","5","5","6","2","7","3","7","4","7","1","7","3","1","2","4","2","2","2","2","1","4","2","1","2","1","1","","","","I remember growing up as a defiant teen with very liberal ideas. As I started to grow up I realized political topics and situations were much more complicated and required more thought than I ever gave. I struggled and still struggle with reconciling the truth of difficult political issues with my deep seeded liberal roots. ","1","3","5","7","5","3","1","2","6","6","5","6"
"592","1985","1","2","1","3","5","6","11","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","1","18","4","1","1","2","2","1","2","1","2","3","2","2","This just happened last week.  I sent my child into Dollar General to buy a coke for me.  She is 11 and had money she was screamed at and asked where are your parent's.  I don't see what the problem was everyone in that store knows us all by name because we have been shopping there for a year and a half.  There is a new lady in there that apparently hates children and even adults I guess she just hates her job.  Then a friend of mines boy was in the store and she grabbed him before he could walk out there door and patted him down and searched him.  Of course he was not stealing but I do not think that it is right for anyone to put their hands on your child in any way. The lady just really ticked me off and I called corporate and formed a complaint against her.","","","","1","1","1","8","10","8","1","1","1","1","1","4"
"593","1980","1","1","-99","6","1","2","12","4","3","4","3","3","4","5","4","3","4","5","3","4","3","3","4","3","5","4","4","6","5","6","7","6","6","5","6","7","6","1","1","7","1","1","2","1","1","-99","1","2","2","1","2","","","Corruption is one of the main causes of anger with politics","","2","1","1","6","8","7","1","2","1","2","1","2"
"594","1985","1","2","5","5","2","3","5","5","3","2","2","4","3","4","5","2","4","2","4","2","1","2","2","2","2","4","4","6","6","7","6","5","2","6","1","5","5","1","1","2","2","2","2","2","1","4","3","1","1","1","1","","","","This county is all about politicians and policies and not about what's best for the country or the majority of its citizens. It's scary and it pisses me off / ","4","1","4","9","9","2","1","4","3","1","3","5"
"595","1938","1","2","1","5","1","1","1","2","1","1","1","2","4","4","4","5","5","1","3","1","1","1","4","4","2","5","3","6","1","6","1","7","5","5","5","6","2","1","2","6","2","2","2","1","1","4","2","1","2","1","1","","","I get very angry about the move by some politicians to restrict the rights of women. I was active in the movement to obtain equal rights in the past and continue to be angry about the difference women are paid for doing the same job men do. I get angry about the attempt to curtail women's rignt to make their own choices about abortion. Politicians have no business in my bedroom or doctor's office. This is a personal choice. It is an attempt to make their religious beliefs the law of the land.","","1","1","-99","5","7","2","1","1","6","2","2","1"
"596","1945","1","1","1","5","5","6","7","2","1","1","1","1","5","5","5","5","5","1","1","1","1","1","5","5","5","5","4","7","3","4","5","5","4","4","4","5","5","1","18","8","2","2","2","2","1","3","2","1","3","2","3","","I had a sandwich with ham and egg. I felt good eating it.","","","1","1","1","6","6","6","1","1","7","7","7","6"
"597","1981","1","1","1","6","1","7","10","5","5","4","4","5","5","4","4","5","5","4","4","5","5","4","4","5","5","4","4","7","6","7","7","6","6","7","7","6","6","1","1","3","-99","1","1","1","1","1","1","1","1","1","1","","","like","","1","1","1","10","10","10","1","1","1","1","1","1"
"598","1967","1","1","1","4","1","1","3","4","4","3","3","3","4","4","4","3","3","2","3","3","3","4","3","3","4","3","3","3","4","4","4","5","4","5","5","5","1","1","1","1","2","2","2","2","1","1","1","1","4","2","1","","I ate nothing because I am poor.","","","1","1","1","10","10","0","1","1","1","1","1","1"
"599","1980","1","1","1","4","2","3","11","4","4","3","2","4","3","4","3","5","4","4","3","4","4","3","2","2","2","5","2","5","6","5","5","4","5","6","5","6","5","1","1","5","2","1","2","2","1","3","2","1","3","1","1","","i ate cereal with milk i i really enjoyed it","","","2","2","3","4","5","8","2","1","4","3","4","4"
"600","1936","1","1","2","2","1","1","2","4","3","4","4","4","1","3","2","2","3","2","4","4","1","1","3","3","2","3","3","4","5","7","7","2","6","5","2","6","7","2","1","1","2","2","2","2","1","4","2","1","1","1","1","","bacon and eggs, felt good.","","","1","2","2","7","7","6","1","4","7","7","7","7"
"601","1968","1","2","1","4","6","4","10","3","1","1","2","2","4","4","3","3","3","2","3","1","1","1","3","4","3","4","3","5","3","7","2","5","4","4","1","5","2","1","7","3","2","2","2","2","1","4","3","1","3","3","2","","","I really try to avoid [politics if they make me angry.  I don't want to waste my free time getting completely upset over things I have no say or control over.  It's a complete waste of time.  If I start to get annoyed by a candidate or a story about one, I leave or turn the tv to something else.  It's simply not worth the aggrivation or the energy.","","3","3","2","7","7","3","1","3","7","5","6","5"
"602","1981","1","2","1","6","7","6","7","4","3","4","4","4","2","4","4","2","4","2","4","2","2","2","4","3","2","4","3","6","4","6","5","6","2","5","3","7","6","1","7","2","2","2","2","2","1","1","3","2","3","1","2","","I ate a banana and a string cheese for breakfast. I felt tired and drained while eating it!","","","2","2","2","10","10","0","2","5","7","7","7","7"
"603","1976","1","2","1","5","2","5","10","3","2","3","1","1","4","4","4","5","5","1","1","1","1","1","4","5","5","5","4","7","5","6","3","6","4","5","1","6","1","1","1","2","2","1","2","2","1","4","2","1","1","1","1","any","","","","2","2","2","7","7","8","1","2","2","2","1","2"
"604","1952","1","2","1","1","7","7","9","4","2","1","2","1","5","5","4","5","4","1","3","3","1","1","4","4","3","5","4","2","1","6","3","5","7","7","1","6","3","1","6","3","2","2","2","2","1","1","1","2","3","3","2","","","I am very angry about the situation in Flint Michigan. When they discontinued getting water from Detroit and started getting their water from the Flint water, the water soon became unsafe to drink. When it was discovered that the lead levels in their water were well above average, the politicians dragged their feet while Flint citizens were being poisoned by their water. No one knows just how badly children will be affected by this as they grow. This has been going on for at least two years and most Flint citizens still do not have safe drinking water. The politicians are blaming each other instead of doing something about it.","","1","2","4","7","7","1","2","2","7","7","7","7"
"605","1978","1","2","1","5","6","7","7","3","4","3","4","4","2","3","2","2","1","3","4","4","4","3","1","1","1","3","2","1","4","6","5","2","4","5","4","4","3","1","9","3","2","2","2","2","1","2","3","2","4","1","3","","","","I thought about politics today. I am extremely worried because both candidates are horrible. I don't like Hillary's views on things and Trump reminds me of Hitler. I think that this country is in serious trouble.","4","3","5","8","8","2","1","2","7","7","7","7"
"606","1960","1","2","1","4","2","4","1","4","4","4","4","4","2","1","1","1","2","2","4","-99","5","2","3","3","2","3","4","3","2","5","7","4","7","6","2","2","4","1","1","1","2","2","2","2","1","2","2","1","5","1","2","","","","I try not to think about politics.  I want to vote for ""None Of The Above"", unfortunately that person is not running. ","4","1","7","6","10","1","2","7","7","7","7","7"
"607","1987","1","1","1","6","1","1","8","5","3","4","3","2","1","2","3","4","5","4","4","3","3","2","2","1","2","3","4","5","6","7","6","5","6","4","7","6","6","1","1","3","1","1","1","1","1","2","1","1","2","1","2","","","","I LIKE","2","3","1","6","8","6","2","1","2","2","2","2"
"608","1984","1","2","1","4","1","1","10","4","-99","3","3","2","4","4","4","3","4","3","3","3","3","3","4","4","4","4","4","6","5","6","4","6","5","7","3","6","5","1","1","5","1","1","1","1","1","2","2","1","2","3","2","good","","","","1","2","3","4","3","9","1","-99","2","2","1","3"
"609","1958","1","2","1","5","3","4","11","4","3","2","3","3","2","3","2","2","4","1","2","1","1","1","4","4","4","4","3","6","3","6","2","6","2","6","5","6","5","2","2","2","2","2","2","2","2","3","2","2","3","1","4","","","I think Donald Trump was extremely rude and arrogant when he made fun of a disabled person.  It disgusted me.  It was rude and unkind.","","3","2","4","8","7","4","7","4","7","7","7","7"
"610","1978","1","2","1","4","6","4","12","2","2","2","3","3","3","3","4","3","3","5","5","5","5","5","2","2","2","2","2","5","1","6","1","5","2","6","1","5","5","1","18","5","2","2","2","2","1","3","1","3","4","3","3","I felt very angry watching the presidential debate and thinking how much i can't stand hillary","","","","1","2","4","10","10","0","1","2","5","7","7","5"
"611","1961","1","1","2","2","1","4","4","2","2","1","1","1","5","5","5","5","5","1","1","1","1","1","5","4","5","5","4","5","1","6","1","7","7","7","1","7","1","1","1","2","2","2","1","2","1","4","1","1","1","1","1","","","Im very angry about Trumps prejudice antics towards everything.","","1","1","2","4","2","7","1","1","2","2","5","3"
"612","1959","1","2","1","3","6","4","12","3","2","3","3","3","4","4","3","3","4","2","2","2","2","2","4","4","3","4","4","5","3","5","5","5","5","5","5","5","4","1","1","2","2","2","2","2","1","4","3","1","4","1","2","","","obama with health care reform was annoying  Our taxes paying for everything as usual!!!","","3","3","4","4","5","6","1","3","5","5","6","5"
"613","1966","1","1","1","2","7","6","10","3","3","2","2","2","4","4","4","3","3","3","3","3","2","2","2","3","4","3","3","3","3","3","3","4","4","4","4","4","4","1","18","1","2","2","2","2","1","4","1","2","4","3","3","","eggs","","","4","3","4","5","5","5","1","5","7","7","7","7"
"614","1980","1","1","5","3","5","5","5","5","4","3","3","3","4","3","4","3","3","2","2","2","1","3","4","4","4","5","4","6","2","6","3","6","4","5","1","6","4","1","18","3","2","2","2","2","1","2","2","1","4","2","4","","","When George Bush got Florida. We all know it was a scam and he got away with it because his brother was the governer","","2","4","6","10","9","2","1","3","7","7","7","7"
"615","1954","1","2","1","5","2","2","4","1","2","1","2","1","3","4","3","3","4","2","2","2","1","2","2","2","2","5","3","5","1","7","1","6","7","7","1","7","6","1","18","1","2","2","2","2","1","1","3","1","5","1","1","","Protein shake, 1/2 bagel with peanut butter and orange juice","","","2","2","1","10","10","10","1","7","7","7","7","7"
"616","1955","1","2","1","2","1","6","4","4","4","3","4","3","4","4","4","5","4","1","1","1","1","1","3","3","2","5","4","7","2","7","4","2","2","7","4","6","4","1","6","1","2","2","2","2","1","2","2","2","2","3","1","John 3:16","","","","4","2","7","10","10","0","7","7","7","7","7","7"
"617","1984","1","1","1","4","7","4","11","5","4","4","4","4","4","4","4","3","3","3","3","3","2","2","3","4","4","4","5","7","7","6","6","5","4","5","4","3","2","1","18","8","1","1","2","1","1","1","1","1","1","1","3","","","","i like is very good","1","1","1","10","8","7","1","4","3","6","5","5"
"618","1960","1","1","5","4","7","7","6","4","4","4","4","4","2","2","2","2","2","1","1","1","2","1","3","3","2","4","4","2","2","6","5","3","6","3","1","6","7","1","6","2","2","2","2","2","1","2","2","2","4","1","5","","","wHEN GAY MARRIAGE WAS RULED LEGAL BY JUDGES.  iT SHOULD BE UP TO EACH AND EVERY INDIDUAL STATE TO DECIDE THAT ISSUE.","","1","2","7","6","7","0","1","1","7","7","7","6"
"619","1967","1","1","2","2","1","4","5","5","4","4","3","5","3","3","2","2","2","3","3","3","2","3","3","3","3","3","3","4","3","7","3","5","6","6","2","2","2","1","1","6","2","1","1","2","1","4","1","1","1","1","1","","For breakfast i had yogurt ,fruit and breakfast taco i felt great","","","1","1","5","2","6","6","1","1","1","1","3","1"
"620","1977","1","1","2","2","1","2","3","1","4","3","1","1","4","4","4","3","4","1","1","1","1","1","3","4","3","4","2","5","3","7","1","4","6","2","2","4","2","1","1","4","2","2","2","2","1","4","2","1","4","1","2","When my family was poor and no one would help our parents so her kids could eat","","","","2","3","7","10","10","0","1","7","7","7","7","7"
"621","1970","1","2","1","4","4","4","3","5","5","5","5","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","7","4","4","7","7","4","7","1","4","1","1","12","8","2","2","2","2","1","2","2","3","1","3","2","I've been angry over the healthcare reform because the fact that employers had a loophole to get out of providing healthcare form ploy ease by cutting the workers hours down from 40 hour 40+ hours a week to 28 hours a week no help no overtime no holiday pay and it's really hurt my family and also hurt the fact that I had to work two jobs to even make ends meet instilled did not have enough money to pay back my student loans were just what I did with extra money that I made and also put it in my retirement savings","","","","1","3","7","5","5","5","1","4","4","4","4","4"
"622","1981","1","2","5","2","3","4","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","1","2","3","1","1","1","1","1","2","1","2","3","2","2","","i had scrambled eggs with butter toast and orange juice for breakfast","","","1","1","1","6","6","6","1","1","1","1","2","1"
"623","1980","1","1","1","6","1","7","14","5","5","4","4","4","5","5","4","5","5","4","4","5","5","4","4","5","4","5","4","7","6","5","6","7","6","7","7","6","7","1","1","4","1","1","1","1","1","1","1","1","1","1","2","","","yes very good","","1","1","1","10","10","10","1","1","1","1","1","1"
"624","1980","1","1","1","6","1","1","10","3","1","1","2","2","3","3","1","2","5","3","3","3","3","3","4","3","3","4","3","7","3","7","2","7","5","7","2","7","3","1","1","4","1","2","2","1","1","2","1","3","1","1","1","I stole the identity and bother me much / ","","","","1","-99","1","9","-99","-99","-99","4","3","1","1","1"
"625","1975","1","1","1","3","2","2","9","2","3","2","2","2","4","4","4","4","3","2","2","2","2","2","4","4","4","4","4","3","4","4","4","5","5","5","3","4","4","1","2","6","2","2","2","2","1","4","2","1","2","2","2","","","","they are fully corrupt. Our country is a mess as the politicians lie to the people, they cause wars for purposes of money, and thanks to bush the whole sept 11th was an inside job which should send those responsible to prison to get raped as they are murderers themselves.. money oil and power hungry douche bags is what they are","3","2","2","7","7","8","2","3","2","2","3","3"
"626","1985","1","1","1","2","6","6","7","3","3","2","3","3","4","3","4","3","3","4","4","4","3","4","2","2","4","3","3","3","4","4","3","3","4","4","4","4","5","2","18","2","2","2","2","2","1","4","1","2","4","1","3","","","","politics are all about money and they  are all crooks ","4","3","4","7","5","3","2","7","7","7","7","7"
"627","1984","1","2","1","4","6","6","11","3","3","3","4","2","3","2","2","2","4","2","2","2","2","2","4","3","2","4","3","6","5","6","3","5","3","5","1","5","2","2","6","7","2","1","1","1","3","3","2","1","3","1","2","","","","A","2","2","5","6","5","1","2","1","7","7","7","7"
"628","1981","1","1","1","5","1","6","10","5","3","5","4","1","4","5","1","5","5","1","-99","1","1","1","1","1","4","5","4","7","2","2","1","1","7","6","1","6","4","1","1","6","1","2","2","2","1","3","-99","3","2","1","1","","","GOOD","","1","1","1","10","10","9","1","1","4","1","4","4"
"629","1970","1","2","1","1","2","4","1","5","5","4","4","2","3","4","3","2","4","1","3","2","2","1","4","4","3","4","5","4","1","7","6","7","6","7","1","7","1","1","1","4","2","2","2","2","1","2","3","1","3","3","3","",""," I cannot stand fact that both Presidential Candidates constantly slam each other just to become President. If they would post an ad without anything horrible to say about their competitor, they would have my vote instantly!!","","4","3","6","8","5","2","1","4","7","7","7","7"
"630","1990","1","2","1","4","1","2","9","5","3","2","4","3","4","4","2","2","2","2","4","4","1","2","2","4","2","4","4","1","6","6","5","4","6","6","1","3","4","1","2","2","2","1","2","2","1","4","2","1","3","1","2","I work at a prison and I had an inmate come into my office and yell at me for being useless and not doing my job because he didn't get the answer that he wanted.","","","","4","2","6","6","5","5","1","1","7","2","4","4"
"631","1988","1","1","1","4","7","5","11","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","-99","2","3","7","4","4","3","3","3","5","3","5","2","1","18","2","1","1","2","2","1","2","1","2","2","1","1","","","so far I try to do a good job only to improve the economy and keep government power being as we already are","","2","2","2","5","5","5","1","1","1","1","1","1"
"632","1967","1","1","1","4","7","7","8","5","4","2","4","5","2","4","3","2","4","1","4","3","2","2","2","4","2","4","5","3","3","6","3","6","5","6","3","5","5","2","9","4","2","2","2","1","1","2","2","2","4","3","3","","I ate an egg mcmuffin, an egg white chicken english muffin, and a donut with a cup of coffee to drink. I was very relaxed and content while eating and thinking about what I was going to do today. I was very calm and relaxed.","","","1","5","7","6","6","3","1","1","7","7","7","4"
"633","1966","1","1","1","2","1","2","4","4","1","1","1","1","5","5","5","4","4","1","1","1","1","2","5","5","5","4","5","1","1","7","1","5","7","6","2","7","4","1","1","5","2","1","2","2","1","3","2","1","2","1","2","","","Every time I see someone supporting Donald Trump I wonder how can someone live in this country and support the things this man is for.","","2","3","6","4","7","6","1","2","7","7","7","7"
"634","1941","1","2","6","5","1","1","16","3","3","2","2","3","3","4","3","2","3","2","2","2","2","3","3","3","3","4","3","4","3","5","3","4","5","4","4","5","1","1","2","2","2","1","2","1","1","4","2","1","5","1","1","I don't want to get worked up, but every time I listen to or watch Donald Trump on TV, I feel that he's betrayed people's trust in him.  I used to watch ""The Apprentice"" and ""The Celebrity Apprentice"" regularly and thought highly of Mr. Trump.  I even thought that he had charitable inclinations and was fair in his decisions about whom to fire each week.  But I did notice that his kids never disagreed with him or questioned his reasons for firing anyone.  They seemed to be ""yes-men"" who wouldn't dare contradict him.  The more I learn about Mr. Trump, the more disappointed and let down I feel.  He has not lived up to the image projected by his ""handlers"" on his reality shows. ""The Emperor has no clothes"" so to speak.  Only his fans won't recognize that fact -- they have their ""heads in the sand,"" in my opinion, and would be voting against their own interests if they voted for him.  As a woman, I feel for the other women whom he has insulted and don't feel that they deserve to be treated with such contempt.  He is definitely not Presidential material, in my opinion. ","","","","1","2","2","5","5","4","1","2","4","4","4","4"
"635","1955","1","1","1","4","6","5","8","3","2","1","1","1","5","4","4","4","4","1","2","2","1","1","5","4","4","4","4","1","1","7","2","6","7","6","2","7","6","1","14","3","1","1","1","2","1","3","1","1","3","1","1","","Eggs, muffins and sausages, felt satisfied ","","","4","1","7","10","10","0","1","1","4","1","1","2"
"636","1949","1","2","1","1","1","3","6","5","4","1","2","4","1","3","1","2","4","3","5","3","1","2","1","1","2","5","2","7","2","7","5","6","1","7","1","7","1","1","1","8","2","1","1","1","1","4","3","1","3","1","1","","","","I think about politics all the time.  I am particularly concerned with this election because I think Trump is so dangerous to not only this country, but others as well.  Watching the debates the other night very much annoyed me, mostly because of the constant interruptions he kept making.  Clinton could barely get in a word edgewise.  As far as what came out of his mouth, well, nothing he said surprised me.","4","1","7","7","5","1","1","1","1","4","4","4"
"637","1943","1","2","1","3","2","3","8","4","2","1","3","4","3","4","4","2","4","2","2","3","1","2","3","3","2","3","3","6","2","4","4","6","3","7","4","5","2","1","1","5","2","1","2","1","1","4","3","1","5","1","1","","","","I think about politics every time I turn on the tv,listen to the radio, see a sign on a lawn. The thought of a Donald Trump leading this amazing country puts indescribable fear in my person. ","1","1","3","7","7","3","1","3","4","4","2","5"
"638","1976","1","2","1","4","1","1","11","4","1","1","3","2","4","5","5","4","2","1","1","2","1","1","4","5","4","5","4","5","1","7","1","7","6","6","2","7","1","1","2","7","1","1","1","2","1","4","2","1","3","1","1","","","After 9/11 when the country was coming together we could've made anything happen; we would've supported any just revenge. But instead Bush squandered our faith, our humanity, our collective and righteous indignation by going to war with the wrong country. We knew the terrorists were Saudi Arabian but because of our country's vested interest in their oil, and their investments, he willingly ignored it, killing our troops, making us look like chumps, alienating our allies, dividing the country, and letting the thousands of people who died in the attacks to die in vain.","","4","2","3","8","8","6","1","1","1","1","2","1"
"639","1944","1","1","1","2","3","-99","11","1","1","1","1","1","5","5","5","5","4","1","1","1","1","1","5","5","5","4","4","7","1","6","1","4","3","6","1","5","2","2","2","2","2","2","2","2","1","3","1","1","5","1","2","","I did not eat breakfast this morning.","","","2","3","4","3","3","3","1","1","7","7","7","7"
"640","1938","1","1","1","2","7","6","2","4","1","2","2","3","4","5","4","4","4","2","2","2","1","1","4","4","4","5","4","3","1","7","1","5","5","6","1","7","3","1","6","3","2","2","2","2","1","4","2","1","3","1","4","","","","when i followed the campaign and the nomination of ron reagan for president, and his acceptance  speech at the convention, i was very upbeat and happy to be an american.","1","1","2","2","3","5","1","5","6","6","7","7"
