CASEID,DEM_RACEETH,CANDAFF_ANGDPCOFT,CANDAFF_ANGRPCOFT,PID_X,EFFICPO_CARESTD,DEM_EDUGROUP,GENDER_RESPONDENT,LIBCPRE_SELF,DHSINVOLV_CONTACT1,MOBILPO_RMOB,MOBILPO_SIGN,DHSINVOLV_MARCH,DHSINVOLV_NETPETITION,MOBILPO_OTHERWORK,MOBILPO_CTBPTY,MOBILPO_CTBCAND,MOBILPO_CTBOTH,MOBILPO_RALLY,DHSINVOLV_BOARD,TRUSTGOV_TRUSTGSTD
3748, 1,-1,-1, 6, 1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3749, 3,-1, 2, 1,-1, 2,2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3750, 1,-1,-1, 3,-1, 5,1, 3, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2,-1
3751, 1,-1, 3, 1,-1, 4,1, 3, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 1,-1
3752, 1, 3,-1, 5, 2, 5,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3753, 1, 1,-1, 7,-1, 3,2, 6, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2,-1
3754, 3,-1, 2, 1, 3, 5,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3755, 1,-1,-1, 2, 2, 4,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3756, 1,-1, 1, 3, 1, 2,1, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
3757, 1, 2, 4, 7,-1, 5,1, 6, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2,-1
3758, 3, 2,-1, 7,-1, 4,1, 6, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1,-1
3759, 1,-1,-1, 4,-1, 3,2, 4, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1,-1
3760, 1,-1,-1, 4, 1, 3,2,-9, 1, 1,-9, 1, 1, 1, 2, 1, 1, 1, 1, 3
3761, 2,-1, 2, 1,-1, 3,1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3762, 1,-1, 1, 1, 1, 5,2, 3, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 3
3763, 1,-1, 4, 5,-1, 4,2, 5, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3764, 1,-1, 3, 2, 2, 4,2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 3
3765, 1,-1,-1, 2, 2, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3766, 1, 2, 4, 2,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3767, 1,-1,-1, 1, 4, 2,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
3768, 1,-1, 2, 1,-1, 3,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3769, 1,-1,-1, 1,-1, 2,1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
3770, 2, 4, 3, 2,-7, 2,1, 6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, 3
3771, 1, 4,-1, 4, 1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3772, 2,-1,-1, 2,-7, 3,1, 3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
3773, 2, 4, 2, 2,-1, 4,1, 5, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1,-1
3774, 1, 2,-1, 7,-1, 4,2, 6, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1,-1
3775, 1, 4, 4, 4, 3, 5,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3776, 1, 1,-1, 7, 1, 1,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3777, 3, 4, 4, 4,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3778, 4,-1,-1, 4, 1, 2,1, 4, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 3
3779, 1,-1,-1, 2, 2, 4,2, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3780,-9, 3,-1, 4, 2, 5,1, 5, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2
3781, 1, 1,-1, 7, 3, 3,2, 6, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
3782, 4,-1, 4, 4, 1, 4,1, 5, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
3783, 1, 4, 1, 2, 1, 4,2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3784, 1,-1, 3, 3,-1, 2,2, 4, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1,-1
3785, 1, 4,-1, 2, 2, 1,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3786, 1,-1, 4, 1,-1, 3,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3787, 1, 4, 4, 3,-1, 5,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3788, 4,-1,-1, 2,-1, 1,2, 4, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3789,-9,-1,-1, 2,-1, 2,1, 7, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2,-1
3790,-9,-1,-1, 4,-1, 5,2, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
3791, 1, 3,-1, 7,-1, 3,2, 6, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
3792, 2,-1, 4, 1,-1, 4,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3793, 1,-1,-1, 4,-1, 4,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3794, 2,-1, 4, 1, 1, 1,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2
3795, 3, 4,-1, 7, 1, 2,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3796, 1, 2,-1, 7,-1, 3,2, 6, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3797, 1, 1,-1, 7, 2, 2,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3798, 1,-1,-1, 7, 1, 3,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3799, 1, 4,-1, 7,-1, 2,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3800, 1, 2,-1, 5,-1, 3,1, 4, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2,-1
3801, 1,-1, 3, 2, 3, 4,2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2
3802, 1, 2,-1, 6, 2, 4,1, 6, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
3803, 1, 4, 3, 5, 4, 5,1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1
3804, 1, 4, 2, 3,-1, 3,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3805, 1,-1, 2, 4, 1, 5,1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3806, 1,-1,-1, 5, 1, 1,2, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
3807, 1, 2,-1, 7, 2, 2,2, 6, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
3808, 2,-1,-1, 1, 4, 3,2, 4, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2
3809, 1, 2,-1, 7,-1, 4,1, 7, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2,-1
3810, 1,-1, 1, 1,-1, 2,2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1,-1
3811, 1, 4, 4, 2,-1, 3,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3812, 2, 4, 3, 3,-1, 3,1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1,-1
3813, 1, 4, 3, 1,-1, 2,1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2,-1
3814, 1, 2,-1, 7, 2, 2,1, 6, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 3
3815, 1, 2,-1, 5,-1, 4,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3816, 1, 1, 4, 6,-1, 3,2, 7, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3817, 1,-1, 3, 1,-1, 4,1, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2,-1
3818, 1, 3,-1, 4,-1, 1,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3819, 1, 4, 2, 2, 1, 4,2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3820, 1, 4, 2, 1,-1, 5,2, 3, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1,-1
3821, 1,-1, 4, 1,-1, 3,1, 6, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2,-1
3822, 1,-1,-1, 6,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3823, 4, 2,-1, 6,-1, 2,1, 3, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3824, 1, 1,-1, 7,-1, 3,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3825, 3,-1,-1, 6,-1, 3,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3826, 1,-1,-1, 4, 2, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3827, 2, 4, 3, 4, 2, 3,1, 4, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 3
3828, 1,-1,-1, 2, 3, 3,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
3829, 4, 3,-1, 6,-7, 2,2, 5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
3830, 1, 2,-1, 7, 2, 3,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3831, 2,-1,-1, 1, 4, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3832, 1,-1,-1, 4,-1, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3833, 2,-1,-1, 1, 4, 2,2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2
3834, 1, 4,-1, 5,-1, 3,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3835, 1, 3,-1, 5,-1, 4,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3836, 4,-1,-1, 7,-1, 1,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3837, 1, 4, 3, 4, 2, 4,1, 6, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 3
3838, 1, 2, 4, 6,-1, 4,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
3839, 2,-1, 3, 1,-1, 4,2, 3, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2,-1
3840, 3,-1,-1, 6,-7, 3,2, 6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
3841, 4, 4, 2, 3,-1, 4,1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1,-1
3842, 1,-1,-1, 7, 3, 1,2, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3843, 1, 1,-1, 7, 2, 4,1, 6, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 3
3844, 2,-1, 2, 1,-1, 1,2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3845, 2, 4,-1, 1, 4, 5,1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3846, 1, 2,-1, 7, 2, 5,2, 7, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3847, 1,-1, 4, 3, 2, 3,2, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3848, 1,-1, 1, 2, 3, 3,2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2
3849, 1,-1,-1, 5, 2, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3850, 1, 4, 4, 2, 2, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3851, 1, 4, 2, 1,-1, 4,1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2,-1
3852, 1,-1, 2, 2, 4, 5,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3853, 1, 2,-1, 4,-1, 2,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3854, 1, 4, 4, 2, 2, 2,1, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3855, 1, 3,-1, 6,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3856, 1, 2,-1, 4, 1, 3,2, 5, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 3
3857, 1, 4,-1, 7, 3, 5,1, 6, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3858, 1, 4,-1, 6,-1, 5,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3859, 1,-1,-1, 3,-6, 4,1, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
3860, 1, 4, 4, 6,-1, 4,2, 6, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1,-1
3861, 1, 1,-1, 5,-1, 4,2, 6, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1,-1
3862, 1,-1, 2, 3, 1, 3,1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3863, 1,-1,-1, 1, 2, 4,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3864, 1, 2,-1, 6,-1, 3,2, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3865, 1,-1,-1, 1,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3866, 1, 3, 4, 5,-1, 4,1, 5, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3867, 1,-1,-1, 6,-1, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3868, 3,-1, 2, 1, 2, 5,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3869, 1, 1,-1, 7,-1, 3,2, 7, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3870, 1,-1, 2, 1,-7, 3,2, 2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
3871, 3, 4, 1, 1, 1, 5,2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 3
3872, 1, 2,-1, 7, 1, 2,1, 6, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3873, 1,-1,-1, 5,-1, 5,1, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2,-1
3874, 1, 2,-1, 6,-1, 2,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3875, 1, 3,-1, 6,-1, 5,1, 6, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3876, 1,-1, 4, 2,-1, 5,1, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
3877, 1, 3, 2, 1, 2, 3,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3878, 1, 4, 4, 5,-1, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3879, 1, 2,-1, 7, 3, 2,1, 6, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 3
3880, 1,-1,-1, 6, 1, 3,2, 6, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2
3881, 1, 4, 3, 6,-1, 3,1, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1,-1
3882, 1,-1, 2, 3, 3, 4,2, 3, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 1, 3
3883, 2, 4, 2, 1,-1, 2,2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2,-1
3884, 1, 2,-1, 5, 1, 4,2, 6, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3885, 1, 1,-1, 5,-1, 3,2, 6, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2,-1
3886, 1, 2,-1, 5, 4, 4,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3887, 1, 1,-1, 5,-1, 5,2, 7, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2,-1
3888, 1,-1, 4, 4, 1, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3889, 1, 4,-1, 6, 2, 3,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3890, 1, 4, 2, 1, 4, 4,2, 3, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2
3891, 1, 2,-1, 5,-6, 3,2, 6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
3892, 1, 4,-1, 6, 1, 5,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3893, 1,-1,-1, 1, 4, 5,1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2
3894, 2,-1,-1, 2, 3, 3,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3895, 1, 1,-1, 7,-1, 4,1, 6, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2,-1
3896, 1, 2, 4, 5, 2, 2,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3897, 1, 2,-1, 6,-1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3898, 1, 2,-1, 7,-1, 5,2, 7, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3899, 4,-1,-1, 4, 2, 5,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3900, 2,-1,-1, 3, 4, 5,2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3901, 1, 3,-1, 7,-1, 2,1, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3902, 3,-1,-1, 4,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3903, 1,-1,-1, 7, 2, 5,2, 6, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3904, 1, 4,-1, 5,-1, 2,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3905, 1,-1,-1, 2, 2, 4,1, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
3906, 1, 1,-1, 7, 1, 1,2, 6, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 3
3907, 2,-1,-1, 1, 1, 3,1, 4, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 3
3908, 1,-1,-1, 7, 4, 4,2, 5, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 3
3909, 1,-1, 3, 3, 3, 4,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3910, 2,-1,-1, 1,-1, 2,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3911, 1, 2,-1, 7,-1, 5,1, 6, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2,-1
3912, 1, 3,-1, 5, 2, 4,2, 5, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 3
3913, 1,-1, 4, 1, 2, 5,1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 3
3914, 1, 3,-1, 5,-1, 4,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3915, 1, 2,-1, 7, 1, 1,2, 5, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3916, 1,-1, 2, 1,-1, 3,2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3917, 1, 2,-1, 6, 2, 3,2, 6, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 3
3918, 1, 1,-1, 7,-1, 1,1, 5, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3919, 1,-1,-1, 2, 3, 3,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3920, 1, 4, 1, 1, 2, 5,1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 3
3921, 2,-1,-1, 1,-1, 2,2, 2, 2, 1, 1, 2, 1, 2, 2,-9, 2, 2, 1,-1
3922, 1, 4,-1, 5, 2, 4,1, 4, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 3
3923, 2, 4, 2, 1,-1, 3,2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3924, 3, 3, 4, 5,-1, 2,1, 5, 2, 1, 2, 2, 2, 2, 1, 1, 1, 2, 1,-1
3925, 1,-1,-1, 6,-7, 3,1, 6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
3926, 1, 2,-1, 6,-1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3927, 1, 4,-1, 7,-6, 3,1, 6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
3928, 2,-1, 4, 2, 4, 3,2, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 3
3929, 2, 2, 2, 7,-1, 2,2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,-1
3930, 1, 1, 2, 5, 2, 3,2, 3, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 3
3931, 1, 2, 4, 7,-1, 4,1, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3932, 2,-1, 4, 1,-1, 5,2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1,-1
3933, 1,-1, 4, 1, 2, 5,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3934, 1, 3,-1, 6,-1, 3,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3935, 1,-1,-1, 2, 4, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3936, 1,-1, 2, 1,-1, 5,2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2,-1
3937, 1,-1, 2, 3, 2, 3,2, 3, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 3
3938, 1, 1, 4, 7,-1, 3,1, 6, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1,-1
3939, 1,-1,-1, 2, 3, 3,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3940, 1,-1,-1, 6,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3941, 1, 2,-1, 6,-1, 3,2, 6, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3942, 2,-1, 2, 1,-1, 2,1, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3943, 4,-1, 2, 1, 2, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3944, 2,-1, 2, 1, 2, 3,1, 4, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 3
3945, 1,-1,-1, 4, 2, 5,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3946, 1, 3,-1, 5,-1, 5,1, 6, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
3947, 1, 2, 4, 5, 1, 3,1, 6, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 3
3948, 3, 1,-1, 7,-1, 3,1, 6, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2,-1
3949, 1, 1,-1, 7, 2, 5,1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3
3950, 1,-1,-1, 4,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3951, 1, 1, 4, 1,-1, 1,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3952, 4, 4,-1, 7, 1, 3,1, 7, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
3953, 1, 3,-1, 6,-7, 2,1, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, 3
3954, 1,-1,-1, 4,-1, 5,2, 4, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2,-1
3955, 2,-1, 2, 1, 2, 3,1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2
3956, 1, 3,-1, 7,-1, 3,2, 5, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
3957, 1,-1, 4, 1,-1, 2,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3958, 1, 3,-1, 5, 2, 2,2, 6, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3959, 1, 1, 3, 6,-1, 3,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3960, 1,-1, 4, 2, 2, 5,1, 5, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 3
3961, 2,-1,-1, 4, 3, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3962, 1,-1,-1, 5, 4, 5,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3963, 1, 3,-1, 7, 2, 2,2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3964, 1, 4,-1, 6, 4, 4,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
3965, 3, 2,-1, 6,-7, 4,1, 6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, 3
3966, 3, 1,-1, 5, 2, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3967, 1, 2, 4, 6,-7, 5,2, 6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, 3
3968, 1,-1, 2, 2,-1, 3,1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2,-1
