CASEID,DEM_RACEETH,CANDAFF_ANGDPCOFT,CANDAFF_ANGRPCOFT,PID_X,EFFICPO_CARESTD,DEM_EDUGROUP,GENDER_RESPONDENT,LIBCPRE_SELF,DHSINVOLV_CONTACT1,MOBILPO_RMOB,MOBILPO_SIGN,DHSINVOLV_MARCH,DHSINVOLV_NETPETITION,MOBILPO_OTHERWORK,MOBILPO_CTBPTY,MOBILPO_CTBCAND,MOBILPO_CTBOTH,MOBILPO_RALLY,DHSINVOLV_BOARD,TRUSTGOV_TRUSTGSTD
3527, 1,-1, 3, 1,-1, 4,1, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
3528, 1,-1, 1, 3, 4, 5,1, 4, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 3
3529, 4, 4, 2, 2, 2, 5,2, 5, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 3
3530, 1, 4, 3, 2,-1, 4,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3531, 3, 3,-1, 7,-1, 3,1, 6, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2,-1
3532, 1, 3, 4, 4,-7, 2,2, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
3533, 1, 2,-1, 7,-1, 2,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3534, 1, 2,-1, 5, 2, 4,1, 7, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3535, 1,-1,-1, 2,-1, 3,1, 5, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1,-1
3536, 1, 2,-1, 5, 2, 4,1, 6, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 3
3537, 1, 3, 2, 4,-1, 3,1, 5, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3538,-9,-1,-1, 4,-9, 3,2, 4,-9, 2, 2,-9,-9,-9,-9,-9,-9, 1,-9,-9
3539, 1, 3,-1, 4, 2, 3,2, 4, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 3
3540, 1, 4,-1, 7, 4, 3,1, 6, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3541, 1,-1, 4, 1, 4, 4,1, 3, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2
3542, 1,-1,-1, 2,-1, 5,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3543, 1, 3, 2, 1,-1, 3,1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3544, 1,-1,-1, 7, 3, 4,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3545, 3, 4, 4, 4,-1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3546, 1, 2, 4, 4, 2, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3
3547, 2,-1, 4, 3,-1, 5,2, 6, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1,-1
3548, 1, 4, 2, 1,-1, 4,1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3549, 1,-1,-1, 4, 4, 5,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3550, 1,-1, 2, 2, 1, 4,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3551, 1, 3, 3, 4,-1, 5,2, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
3552, 1,-1, 2, 1, 2, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3553, 1, 4,-1, 4, 4, 3,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3554, 1, 2,-1, 5, 1, 3,2, 4, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
3555, 1, 3,-1, 7,-1, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3556, 1, 4, 4, 2, 3, 3,1, 4, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3557, 1, 1,-1, 7, 1, 4,2, 6, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3558, 2,-1,-1, 1,-1, 4,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3559, 1, 4,-1, 7,-7, 2,2, 6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, 3
3560, 1,-1, 2, 2,-1, 4,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3561, 1,-1,-1, 2, 1, 5,2, 3, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3562, 1, 1,-1, 7,-1, 5,1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1,-1
3563, 1,-1, 1, 1,-1, 2,2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3564, 3, 3,-1, 5, 3, 3,2, 6, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2
3565, 1, 2,-1, 7,-1, 2,2, 6, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3566, 1, 2,-1, 5,-1, 2,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3567, 1,-1,-1, 2, 2, 5,1, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3568, 1,-1,-1, 4,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3569, 1, 1,-1, 4,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3570, 1, 4, 4, 3, 1, 3,1, 5, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3571,-9,-1, 1, 4,-9, 1,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3572, 1, 4, 3, 3,-1, 5,1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2,-1
3573, 2,-1,-1, 2, 2, 4,1, 5, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 3
3574, 1, 3,-1, 7,-1, 4,1, 6, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1,-1
3575, 1, 2, 4, 4,-1, 3,2, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3576, 1, 4,-1, 5,-1, 2,2, 6, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2,-1
3577, 2,-1, 1, 1,-1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3578, 1,-1, 2, 2, 2, 3,1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3579, 1, 4,-1, 4, 1, 3,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3580, 3,-1, 2, 1, 2, 3,1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
3581, 1,-1,-1, 6, 3, 4,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3582, 1, 2,-1, 7, 1, 5,1, 6, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3583, 1, 1,-1, 7, 2, 2,1, 6, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 3
3584, 2, 3,-1, 4, 2, 5,2, 6, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3585, 1,-1,-1, 6,-1, 2,2, 5, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
3586, 1, 4, 4, 3,-1, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3587, 3, 2, 4, 6, 2, 5,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3588, 1, 5, 1, 4, 1, 5,1, 5, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3
3589, 1,-1, 2, 1, 2, 5,1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2
3590, 1,-1, 4, 6, 4, 4,2, 5, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 3
3591, 1, 4, 4, 3,-1, 5,2, 4, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2,-1
3592, 1,-1, 3, 1,-6, 2,1, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 2
3593, 1,-1, 2, 2, 1, 1,2, 4, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3594, 1,-1,-1, 5, 3, 4,2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 3
3595, 1, 3,-1, 6, 3, 3,1, 6, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
3596, 1, 4,-1, 2,-1, 2,1, 6, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
3597, 1, 2,-1, 4,-1, 4,2, 4, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
3598, 1, 2,-1, 5, 1, 5,1, 7, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3599, 1, 2,-1, 5,-1, 2,2, 6, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3600, 1,-1, 2, 1,-1, 4,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3601, 1, 2,-1, 7, 1, 5,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3602, 1, 2,-1, 6,-1, 5,2, 4, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3603, 1, 4,-1, 5, 2, 2,1, 6, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3604, 2,-1, 2, 1,-1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3605, 1,-1,-1, 3,-1, 2,2, 4, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3606, 1, 1,-1, 6,-1, 3,1, 5, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
3607, 1,-1,-1, 1,-6, 3,1, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
3608, 1,-1, 3, 1, 1, 5,1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 3
3609, 1, 4, 2, 1, 4, 2,1, 4, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3610, 1,-1, 2, 1,-1, 4,1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3611, 1, 2,-1, 2,-1, 2,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3612, 1,-1, 2, 3,-1, 3,2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2,-1
3613, 3,-1, 3, 4, 1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3614, 1,-1,-1, 3, 3, 3,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3615, 1, 4, 2, 2,-1, 2,2, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3616, 1, 2,-1, 6,-1, 2,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3617, 1, 4, 3, 3, 1, 3,2, 4, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 3
3618, 1, 4,-1, 6,-1, 4,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3619, 1, 4,-1, 4, 4, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2
3620, 2,-1, 2, 1,-6, 3,1, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
3621, 1, 4,-1, 1,-1, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3622, 1,-1, 2, 3, 1, 3,1, 3, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 3
3623, 1, 2,-1, 7,-7, 4,2, 5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, 2
3624, 1, 2,-1, 7,-1, 4,1, 6, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2,-1
3625, 1,-1, 2, 4,-1, 5,1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 1,-1
3626, 1, 3,-1, 5, 4, 5,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3627, 1, 2,-1, 6,-1, 4,1, 6, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1,-1
3628, 1,-1, 1, 2, 2, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3629, 2, 4, 2, 4, 2, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3630, 2,-1,-1, 1,-1, 3,1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2,-1
3631, 1, 3, 2, 5, 1, 2,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3632, 3, 3,-1, 7, 3, 5,2, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3633, 3,-1,-1, 2, 4, 3,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3634, 2,-1, 2, 1, 1, 3,2, 5, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 3
3635, 1, 2,-1, 5, 4, 4,2, 5, 1, 1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 3
3636, 2,-1,-1, 3, 3, 1,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
3637, 1,-1, 3, 1,-1, 1,1, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3638, 1, 3,-1, 4, 3, 2,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3639, 1, 2,-1, 5, 2, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3640, 1, 3,-1, 5, 3, 2,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3641, 1, 4, 4, 2,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3642, 2, 4, 4, 1, 4, 3,1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
3643, 1, 4,-1, 5, 1, 2,2, 4, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 3
3644, 1, 4,-1, 7,-1, 4,2, 5, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1,-1
3645, 1,-1, 3, 3,-1, 3,2, 4, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1,-1
3646, 1, 2,-1, 5, 1, 3,2, 5, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 3
3647, 1, 3,-1, 4,-1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3648, 1, 2,-1, 7,-6, 4,2, 6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
3649, 1, 3,-1, 4,-1, 3,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3650, 3,-1,-1, 5,-1, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2,-1
3651, 3,-1,-1, 1, 2, 4,2, 4, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 3
3652, 1, 2,-1, 7,-7, 4,2, 6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, 3
3653, 1,-1,-1, 7, 4, 4,1, 6, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 3
3654, 1, 3,-1, 7, 3, 2,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3655, 1, 4, 3, 2,-1, 3,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3656, 1,-1,-1, 6, 4, 4,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3657, 4, 3,-1, 4,-1, 1,1, 4, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2,-1
3658, 1, 4, 4, 3,-1, 2,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3659, 1, 2,-1, 5, 2, 3,1, 6, 2, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 3
3660, 1,-1,-1, 5,-7, 3,2, 5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
3661, 2,-1,-1, 1,-1, 2,2, 4, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2,-1
3662, 1, 3,-1, 3,-1, 2,2, 4, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3663, 1, 2,-1, 6,-1, 2,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3664, 1,-1, 4, 3,-1, 3,2, 3, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1,-1
3665, 1, 2,-1, 7, 2, 3,1, 6, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 3
3666, 1, 2, 3, 5,-1, 3,1, 7, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1,-1
3667, 1,-1, 2, 1, 1, 1,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3668, 3, 2,-1, 7,-1, 5,1, 6, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1,-1
3669, 1, 3,-1, 6, 2, 4,2, 5, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
3670, 2,-1, 4, 1, 1,-2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3671, 1, 4, 4, 4,-1, 4,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3672, 1, 4,-1, 7,-1, 4,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3673, 3, 4, 2, 2, 2, 3,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3674, 3,-1,-1, 2,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3675, 1, 2,-1, 4,-1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3676, 4,-1,-1, 4,-1, 3,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3677, 1, 2,-1, 6,-1, 3,1, 5, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3678, 1, 4,-1, 6, 2, 4,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3679, 1,-1, 3, 3,-1, 5,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3680, 1,-1, 4, 2,-1, 3,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3681, 1, 4, 4, 2,-1, 2,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3682, 1,-1,-1, 4, 1, 3,1, 5, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3683, 1,-1,-1, 3, 2, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3684, 2, 2,-1, 1, 1, 2,1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3685, 1,-1,-1, 7,-1, 4,1, 6, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2,-1
3686, 3,-1,-1, 1, 3,-2,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3687, 1, 2, 4, 4,-1, 2,1, 5, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3688, 1,-1,-1, 3, 4, 5,1, 4, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2
3689, 1,-1,-1, 6, 2, 5,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3690, 1, 4,-1, 3, 2, 3,1, 3, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3691, 2, 3, 2, 3,-1, 3,1, 4, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
3692, 1,-1,-1, 2, 4, 3,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3693, 1, 2,-1, 6, 3, 1,1, 6, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3694, 1,-1, 1, 1, 2, 5,2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3
3695, 1, 3,-1, 6,-7, 4,2, 6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, 3
3696, 3,-1, 4, 1,-1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3697, 3, 2,-1, 5,-1, 3,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3698, 1,-1, 2, 3, 4, 5,1, 3, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
3699, 1,-1, 4, 2, 1, 3,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3700, 1, 3,-1, 7,-1, 5,1, 6, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3701, 1, 4,-1, 6, 3, 4,1, 6, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3702, 3, 3,-1, 4,-1, 2,2, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3703, 1,-1, 2, 1,-1, 2,2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2,-1
3704, 1,-1,-1, 4,-1, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3705, 1,-1, 4, 1, 4, 2,2, 3, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2
3706, 1, 2, 4, 6, 1, 4,2, 6, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 3
3707, 1, 4,-1, 6, 2, 5,1, 6, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3708, 3,-1, 2, 2,-1, 5,2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2,-1
3709, 1, 4, 4, 2, 2, 3,2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 3
3710, 1, 2,-1, 7,-7, 3,1, 6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
3711, 1, 4, 3, 4,-6, 3,2, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
3712, 1, 2,-1, 2,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3713, 1,-1, 3, 2,-1, 3,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3714, 1, 2,-1, 7,-1, 5,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3715, 2,-1,-1, 3, 2, 3,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
3716, 4,-1,-1, 6, 3, 5,1, 6, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 2
3717, 1, 4,-1, 6,-1, 5,2, 6, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2,-1
3718, 1, 1,-1, 7,-1, 4,2, 7, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3719, 2,-1, 1, 1, 3, 1,2, 4, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2
3720, 3,-1,-1, 6, 3, 2,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3721, 1, 4,-1, 6, 2, 4,2, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3722, 1,-1,-1, 1,-1, 3,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3723, 1, 4,-1, 1, 1, 3,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3724, 1, 1,-1, 5,-1, 3,2, 7, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3725, 1, 1,-1, 7,-1, 2,1, 6, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2,-1
3726, 1, 4, 1, 1,-1, 2,2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2,-1
3727, 4, 2,-1, 7,-1, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3728, 2, 3, 4, 2,-1, 3,1, 5, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3729, 1, 1, 4, 7, 1, 2,2, 6, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
3730, 1,-1, 4, 1,-7, 4,2, 3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, 3
3731, 1,-1,-1, 4, 2, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3732, 1, 2,-1, 7,-1, 3,1, 7, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
3733, 1, 2,-1, 7,-1, 2,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3734, 2, 4,-1, 4, 2, 4,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3735, 1,-1,-1, 5, 3, 2,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
3736, 2, 4, 4, 6, 1, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
3737, 4, 4,-1, 6,-1, 2,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3738, 1, 4,-1, 5,-1, 3,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3739, 1, 3,-1, 6, 1, 3,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3740, 4,-1, 4, 2, 2, 4,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3741, 1, 2, 4, 5, 2, 1,1, 5, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
3742, 1,-1,-1, 3,-6, 3,1, 6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
3743, 1, 2,-1, 4, 4, 3,1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3
3744, 1, 3, 4, 3,-1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
3745, 1, 3,-1, 5, 1, 3,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3746, 2,-1, 3, 2, 1, 3,2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
3747, 1,-1,-1, 2,-1, 4,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
