CASEID,v161116,v161121,v161236,v161158x,v161126,v161342,v161310a,v161270,v161215,v162011,v162010,v162012,v162013,v162014,v162016,v162017,v162018a,v162196,v162018b,v162019,v162216,v162215
402158, 5, 1, 5, 7, 6, 1, 1,10, 5, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1
402162, 4, 2, 4, 6, 6, 2, 1,13, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402163, 4, 1, 5, 6,99, 1, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402164, 4, 2, 4, 6,99, 1, 1,10, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402168, 1, 3, 2, 2, 3, 2, 1,14, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2
402170, 1, 5, 2, 6, 5, 1, 1,13, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2
402171, 4, 2, 3, 7, 6, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402172, 2, 4, 3, 3, 3, 2, 1, 9, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402173, 1, 5, 1, 1,99, 2, 1,13, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 3
402174, 4, 1, 3, 6, 3, 2, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4
402175, 2, 5, 1, 1,99, 2, 0,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
402179, 1, 2, 1, 2,99, 2, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
402187, 3, 5, 2, 3, 1, 2, 1,13, 4, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2
402188, 5, 3, 4, 7, 6, 2, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
402190, 3, 2, 4, 3, 3, 2, 1,13, 4, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1
402191, 2, 4, 2, 6, 5, 1, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2
402193, 2, 4, 1, 3, 4, 1, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402195, 1, 4, 1, 1, 2, 1, 1,12, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2
402200, 4, 2, 3, 5, 4, 1, 1,11, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402202, 1, 5, 5, 2, 6, 2, 0, 9, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402204, 1, 4, 1, 1, 2, 1, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402206, 1, 3, 1, 1,99, 2, 0, 5, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
402209, 2, 3, 1, 2, 3, 1, 1,13, 3, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 4, 4
402210, 4, 3, 1, 5, 6, 1, 1,13, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 1
402212, 5, 2, 4, 7, 6, 1, 1,13, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402213, 5, 1, 5, 4, 5, 1, 1,10, 5, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1
402215, 1, 4, 1, 1, 2, 1, 0,14, 3, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 3, 3
402219, 5, 1, 5, 7,99, 2, 1,10, 2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402221, 3, 3,-9, 4, 5, 2, 1, 9,-9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402224, 4, 2, 5, 7, 6, 2, 1, 9, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
402229, 2, 4, 2, 3, 3, 1, 0,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 5, 2
402233, 3, 2, 2, 5, 6, 1, 1,13, 3, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 3, 3
402234, 2, 2, 2, 5, 4, 1, 1, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402237, 3, 3, 1, 4, 4, 2, 1,10, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
402240, 1, 5, 2, 3, 1, 3, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2
402241, 1, 4, 1, 3, 3, 2, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1
402244, 3, 2, 2, 7, 4, 1, 1,13, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1
402248, 5, 1, 3, 4, 4, 1, 1,15, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402253, 1, 5, 4, 1, 3, 2, 0, 5, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402254, 1, 4, 2, 5, 6, 2, 1,13, 4, 2, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 4, 2
402257, 1, 1, 3, 5, 3, 2, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
402258, 4, 2, 2, 7, 6, 1, 1,14, 3, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 4, 4
402259, 1, 4, 1, 3, 2, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 2
402262, 1, 2, 1, 3, 3, 1, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2
402265, 5, 4,-9, 7,99,-9,-9,-9,-9, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
402267, 2, 4, 2, 1,-9, 1, 1,13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
402270, 5, 1, 5, 7, 7, 1, 1,13, 4, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 3, 3
402271, 2, 2, 1, 2,99, 1, 0,14, 1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402282, 1, 5, 1, 1, 4, 2, 1, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
402284, 5, 1, 5, 7, 7, 2, 1,10, 5, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1
402286, 3, 3, 1, 5, 5, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 4
402289, 1, 4, 1, 1, 3, 2, 0,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402290, 5, 1, 4, 5, 5, 1, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 5
402296, 4, 2, 3, 7, 4, 2, 1,11, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
402298, 2, 5, 1, 1, 2, 2, 1,14, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402301, 4, 3, 3, 7, 6, 2, 0,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402303, 3, 1, 2, 5, 5, 1, 1, 9, 4, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402305, 5, 1, 5, 7, 6, 1, 1,10, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402308, 2, 2, 2, 7, 6, 1, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402309, 4, 2, 4, 2, 4, 1, 1, 9, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
402310, 2, 4, 1, 2,99, 1, 1,11, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
402312, 4, 2, 2, 5, 6, 1, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 4, 2
402313, 2, 4, 2, 4, 4, 1, 1,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 4
402315, 2, 5, 1, 1, 2, 2, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 4
402316, 1, 4, 1, 3, 4, 2, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402318, 1, 5, 1, 1,99, 2, 0,12, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402320, 1, 3, 2,-9,99, 2,-9, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402321, 2, 4, 2, 3,99, 2, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1
402325, 4, 1, 2, 7, 6, 2, 1,12, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2
402327, 2, 4, 2, 3, 3, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2
402329, 4, 3,-9, 4,99, 1, 0, 9,-9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-9
402330, 2, 3, 3, 7, 6, 1, 0, 9, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402331, 1, 3, 1, 1,99, 1, 0,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2
402334, 4, 2, 4, 7, 6, 2, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402338, 3, 3, 4, 4, 4, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402340, 2, 5, 1, 3, 3, 2, 1,13, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402342, 3, 3, 2, 4, 4, 2, 1, 6, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3
402343, 4, 1, 5, 7, 6, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402345, 5, 2, 4, 7, 6, 2, 1,10, 5, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 5, 4
402350, 4, 2, 2, 4,99, 1, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
402358, 2, 1, 1, 4, 4, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402359, 4, 2, 3, 6, 4, 2, 1,12, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 3
402360, 1, 4, 2, 2,99, 1, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
402365, 4, 2, 3, 7, 7, 1, 1, 5, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
402366, 1, 4, 1, 1,99, 2, 0,-9, 1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402367, 4, 1, 4, 7, 6, 2, 0,14, 4, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 4, 3
402368, 1, 5, 1, 1, 2, 2, 0,14, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2
402370, 4, 3, 2, 4, 4, 2, 0, 5, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3
402373, 4, 1, 4, 7, 6, 1, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 4
402374, 5, 1, 5, 7, 6, 1, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 4
402379, 3, 1, 3, 4, 4, 2, 0,13, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402380, 4, 1, 4, 7, 6, 2, 1,11, 4, 2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2
402384, 5, 2, 5, 6,99, 2, 1, 9, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
402387, 3, 5, 3, 6, 4, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
402389, 3, 3, 2, 4, 4, 2, 1, 9, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402391, 1, 5, 1, 1, 2, 2, 1,14, 4, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 3
402392, 1, 5, 1, 3, 2, 1, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4
402397, 1, 5, 1, 1,99, 2, 0,11, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 5, 2
402398, 4, 1, 5, 7,99, 1, 1, 8, 2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402404, 5, 1, 4, 7, 7, 1, 1,14, 5, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 5
402406, 2, 2, 1, 2, 2, 2, 1,14, 4, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2
402411, 4, 1, 3, 7, 6, 2, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
402413, 2, 5, 2, 1, 2, 2, 1,12, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
402416, 1, 1, 2, 6, 5, 1, 1,14, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3
402420, 1, 4, 3, 1,99, 2, 0, 8, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
402428, 1, 4, 1, 2, 2, 2, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
402429, 1, 4, 1, 2, 3, 1, 1,14, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402430, 5, 2, 3, 5, 6, 1, 1,13, 4, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 4, 2
402432, 5, 2, 3, 6, 6, 2, 0,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2
402434, 2, 5, 1, 1,99, 1, 0,13, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
402435, 2, 5, 2, 3,99, 1, 1, 9, 5, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 4, 2
402437, 4, 1, 3, 7, 6, 2, 1,11, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2
402439, 2, 4, 3, 2,99, 1, 0,10, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402445, 3, 2, 3, 7, 6, 1, 1,11, 4, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 3, 3
402448, 2, 5, 2, 3, 2, 2, 0,14, 4, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 5, 2
402451, 3, 4, 4, 7, 3, 2, 1,12, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
402455, 2, 5, 2, 2, 1, 2, 1,11, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 5, 2
402456, 2, 4, 2, 3, 3, 1, 1,12, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2
402457, 3,-9,-9,-9,-9, 2, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-9,-9
402472, 2, 2, 2, 4, 4, 1, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
402474, 2, 2, 2, 6,99, 2, 1, 9, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402480, 2, 5, 2, 1, 2, 2, 1,14, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2
402481, 2, 5, 2, 1, 3, 2, 0,11, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402486, 5, 1, 5, 6, 4, 2, 1,12, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
402488, 2, 1, 1, 3, 3, 2, 1, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
402491, 1, 4, 1, 1, 2, 2, 0, 9, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402493, 3, 2, 1, 4, 2, 1, 1,10, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1
402496, 5, 1, 4, 6, 6, 2, 1, 9, 5, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 5, 5
402497, 3, 5, 3, 4, 1, 1, 1,12, 4, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 5, 3
402508, 5, 5, 3, 4, 2, 1, 1, 9, 4, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1
402509, 5, 1, 5, 5, 6, 1, 1,13, 5, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 4, 2
402510, 2, 2, 2, 5, 4, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402512, 5, 1, 4, 5, 4, 1, 1,10, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
402513, 2, 5, 2, 3, 1, 2, 1,14, 3, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2
402514, 5, 2, 4, 6, 6, 1, 1, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
402515, 2, 2, 2, 6, 5, 1, 1,10, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402517, 5, 1, 5, 7,99, 2, 1,90, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1
402521, 1, 4, 2, 3, 2, 2, 1,14, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1
402522, 1, 5, 3, 4,99, 2, 1, 9, 3, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 3, 3
402525, 1, 5, 1, 2, 2, 1, 1,12, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
402526, 1, 5, 2, 1, 2, 1, 0,11, 4, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 4, 2
402529, 2, 5, 1, 2,99, 2, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
402530, 3, 2, 2, 6, 5, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2
402531, 1, 4, 1, 1, 3, 2, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402538, 1, 5, 1, 1,99, 2, 0, 9, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1
402539, 2, 4, 2, 4, 4, 2, 1,16, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 4
402542, 1, 5, 2, 1, 2, 2, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1
402544, 1, 4, 1, 1, 2, 2, 1,10, 4, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2
402547, 2, 3, 2, 1, 4, 1, 1,12, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402549, 3, 1, 2, 7, 6, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
402550, 3, 2, 3, 7, 6, 1, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2
402552, 4, 1, 2, 6, 6, 2, 1,14, 2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402553, 2, 5, 2, 3, 2, 1, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 4, 2
402560, 5, 1, 4, 7, 7, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 3, 2
402561, 4, 2, 4, 4,99, 2, 0, 9, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402562, 4, 2, 4, 7, 6, 2, 1, 9, 4, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 4, 2
402565, 4, 2, 3, 6, 6, 1, 0,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402566, 3, 5, 2, 1,99, 1, 1, 9, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402568, 2, 4, 1, 1, 2, 2, 1,16, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
402570, 2, 2, 2, 4,99, 2, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402573, 2, 4, 2, 2, 3, 2, 1, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1
402574, 4, 3, 2, 7, 6, 2, 1,10, 4, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
402576, 2, 2, 3, 1, 4, 2, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402577, 1, 3, 3, 5, 3, 1, 0,16, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
402582, 2, 5, 3, 4, 4, 2, 0,10, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402583, 2, 1, 3, 7, 6, 1, 0,11, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402587, 3, 3, 3, 2,99, 1, 1, 9, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402588, 1, 1, 4, 6, 6, 2, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 3, 1
402590, 5, 1, 1, 4,99, 1, 1, 9, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1
402594, 2, 2, 1, 3, 3, 1, 1,13, 4, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 4
402597, 4, 2, 3, 4, 4, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2
402598, 2, 3, 2, 2, 3, 2, 1,10, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402602, 3, 2, 2, 6, 5, 1, 1,11, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2
402603, 1, 1, 1, 2,99, 1, 1,11, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402605, 1, 1, 1, 2, 6, 2,-9, 9, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402612, 5, 2, 4, 6, 6, 1, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 5
402614, 1, 5, 1, 1, 2, 1, 1,14, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402615, 2, 5, 2, 1,99, 2, 0, 8, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402617, 4, 1, 1, 5, 5, 1, 1,11, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402620, 4, 1,-9, 5, 5, 1, 0,13, 5, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1
402623, 4, 2, 3, 2, 5, 1, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
402625, 1, 1, 1, 2, 4, 1, 0, 9, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402626, 5, 2, 4, 5, 5, 2, 1,12, 5, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 3
402628, 2, 5, 2, 1, 2, 1, 0,14, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1
402629, 2, 5, 2, 3, 2, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402630, 4, 2, 4, 4, 6, 1, 1,13, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402631, 2, 2, 1, 4, 3, 2, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5
402635, 4, 5, 2, 4,99, 1, 0,10, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
402636, 4, 1, 4, 7, 6, 1, 1,13, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
402637, 3, 2, 3, 6, 6, 2, 1,12, 3, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 5, 2
402638, 2, 5, 1, 1, 3,-9, 1,14, 3, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 5, 5
402642, 4, 4, 4, 6, 5, 2, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
402647, 1, 5, 1, 1, 2, 2, 1,16, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1
402649, 1, 5, 1, 1, 1, 2, 1,16, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 5, 5
402651, 4, 2, 3, 4,99, 1, 0,13, 4, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2
402655, 1, 4, 1, 2, 6, 2, 0, 9, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1
402657, 4, 4, 3, 4,99, 2, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2
402659, 2, 4, 1, 1, 1, 1, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 5, 4
402664, 2, 4, 2, 1, 2, 1, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 4
402670, 1, 4, 1, 1,99, 2, 1, 9, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
402672, 1, 4, 1, 1, 4, 2, 0,14, 4, 1, 2, 2, 2, 1, 1, 2, 2, 1, 2, 1, 4, 2
402673, 5, 5, 3, 1,99, 2, 1, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402675, 3, 4, 2, 3, 3, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
402679, 4, 4, 4, 5, 5, 1, 1,14, 4, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
